Year,Month,Total Daily Sunspots,Northern Total Daily Sunspots,Southern Total Daily Sunspots,Earthquake,Magnitude,Longitude,Latitude,OutagesCount,None,D0,D1,D2,D3,D4,Solar Flare Value
2012,5,0.4391883826,0.6319497918,0.184979119,0.0376839767,-1.519762788,-111.0748333,39.7086667,-0.3607231729,50.338,0.4984288819,0.3123599279,0.07222678796,-0.261972009,-0.1816189672,0.2038908462
2012,6,0.308816591,0.06987525145,0.4962953705,0.002748474399,-1.78580257,-122.8091667,38.8363333,1.869201896,41.5825,1.34283371,0.9432316828,0.4477785682,-0.3484995716,-0.5355260792,0.1867835622
2012,7,0.5026884363,-0.3514180022,1.262770366,-0.2456817642,-1.453346638,-149.5249,61.6857,1.423216882,28.434,2.610911706,2.320346783,2.153945674,1.246917377,-0.04915659096,2.468608427
2012,8,0.4094051716,0.4029175492,0.3545077708,0.2181840719,-1.153984936,-88.82,12.59,0.4197506012,30.1775,2.442763705,2.412501913,2.493725123,2.486105552,1.706728266,0.08752033911
2012,9,0.3380378546,0.2232638176,0.3997154113,0.0920280914,-0.397247952,170.168,-22.005,-0.2492269195,30.1875,2.441799277,2.561276777,2.241876372,2.12202783,1.87988996,-0.2897618596
2012,10,0.0919049032,0.1129501228,0.05757576854,0.4522519374,-1.321235119,-117.5135,34.2245,3.430149444,32.466,2.222054385,2.405252692,1.978776646,1.868024515,1.817450634,-0.4530493494
2012,11,0.2357634319,0.5972797734,-0.1530507383,0.1747087802,-1.30889325,-122.8425,38.8396667,-0.02623441258,32.8175,2.188154745,2.229376166,1.903481658,1.808069898,1.921600441,-0.252883882
2012,12,-0.2520068919,0.2390229169,-0.6945149777,0.3004765885,-1.679650971,-161.266,54.349,-0.2492269195,29.385,2.519194614,2.365832092,2.296977302,2.129120253,2.080858642,-0.6446099553
2013,1,0.4318830667,1.051141832,-0.2383287874,0.1700507132,-1.242567577,-119.6768,40.1074,0.08526184087,30.202,2.440400857,2.166075778,2.153253306,1.938759615,2.041928859,-0.6110100202
2013,2,-0.2829139977,0.04781251248,-0.5640292881,0.1813077084,-0.4987669457,-151.6885,61.4201,0.4197506012,34.76,2.00081463,1.889183961,1.860208677,1.63312346,1.99743768,-0.6135709908
2013,3,0.122812009,0.3493366117,-0.1170901151,1.119520031,-2.351292,-121.072,36.5578333,0.08526184087,36.93,1.791533781,1.604900782,1.628265497,1.427916016,1.538622388,-0.5136931348
2013,4,0.5678743321,0.7716804719,0.283613971,0.4111056791,-1.513619313,-116.7421667,33.6586667,-0.02623441258,40.576,1.439903376,1.35965916,1.423728539,1.20757807,0.7466288295,0.03558385397
2013,5,0.8516577578,0.8767411337,0.6997297527,0.5310509037,-1.286903465,-122.7618333,38.8193333,1.088728122,45.785,0.9375328947,1.166867784,1.237943206,0.8307339862,1.247912975,0.5038317308
2013,6,0.05144469201,-0.340911936,0.4274564634,0.2721400144,-1.720605407,-116.7465,33.666,1.757705643,50.9375,0.4406114307,1.009327522,1.069755552,0.6879398665,1.222633895,-0.2573911904
2013,7,0.2593652217,-0.4176062191,0.8826152074,0.1653926462,-1.492572871,-149.648,64.3969,0.7542393616,45.962,0.9204625213,1.315500506,1.428805902,0.8278024513,1.04593313,0.04070579531
2013,8,0.3571440655,-0.06985542868,0.7213061266,0.4553573154,-1.912710889,48.44,32.58,1.200224375,41.6775,1.333671646,1.521984855,1.405553887,0.5413631212,0.08381136684,-0.2069912877
2013,9,-0.3233742089,-0.3020394911,-0.2958657843,0.5601638223,-1.605776515,-122.8119965,38.8093338,-0.8067081867,40.6125,1.436383215,1.598741313,1.156590002,0.002338960853,-0.3598364772,-0.496995606
2013,10,0.7505072298,0.200150472,1.176464871,0.3035819665,-1.471181428,-122.8328323,38.8248329,-0.3607231729,47.284,0.7929651558,0.6607015833,0.02814604436,-0.7748960521,-0.5790060958,1.026474625
2013,11,0.6780160181,-0.3314564764,1.563812154,0.5384261764,-0.8225511359,-115.6711667,33.1583333,1.088728122,48.2125,0.7034180274,0.1389471886,-0.1450612754,-0.6917728526,-0.5519574808,-0.02895260685
2013,12,0.9213392326,-0.3776831676,2.053904074,0.4277970858,-1.12509797,-87.1514,11.5968,0.4197506012,51.916,0.3462421628,-0.09056409797,-0.1996429291,-0.6137561978,-0.5405818951,-0.2902740538
2014,1,0.7960249674,-0.1192339397,1.572031725,1.14009316,-1.409647079,120.2389,19.0868,3.764638205,52.7625,0.264603343,0.2043323198,0.03437735367,-0.2737927143,-0.4963435061,-0.1827132857
